Sütun1;id;fiyat;oda_salon_sayisi;net_m2;bina_yasi;isinma_tipi;krediye_uygunluk;bulundugu_kat;banyo_sayisi;ilce;nüfus;eðitim;okuma_yazma_bilmeyen
1117;1117;396000;4;115;26;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
4260;4260;324000;4;125;1;Kombi;Uygun;Ara Kat;2;Sincan;549108;Lise;1,44
388;388;285000;4;110;25;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
1839;1839;379000;4;125;23;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
3797;3797;825000;2;50;0;Merkezi;Uygun;4. Kat;1;Keçiören;938565;Lise;1,43
3776;3776;1,15E+06;3;80;13;Kombi;Uygun deðil;5. Kat;1;Çankaya;925828;Lisans;0,7
1529;1529;279000;4;120;19;Kombi;Uygun;1. Kat;2;Sincan;549108;Lise;1,44
4081;4081;700000;3;55;0;Klima;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
1601;1601;4,40E+05;4;100;35;Merkezi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
3657;3657;178000;3;90;25;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
4602;4602;249000;4;130;20;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
3901;3901;395000;4;130;11;Kombi;Uygun;Yüksek Giriþ;2;Keçiören;938565;Lise;1,43
1130;1130;520000;4;115;35;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
2502;2502;449000;4;115;22;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
1968;1968;210000;3;90;30;Kombi;Uygun;En Üst Kat;1;Çankaya;925828;Lisans;0,7
1623;1623;249000;4;110;3;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
88;88;365000;3;95;1;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
2113;2113;196000;4;100;20;Kombi;Uygun;5. Kat;1;Sincan;549108;Lise;1,44
3016;3016;1990000;5;225;8;Merkezi(PayÖlçer);Uygun;Bahçe Katý;2;Çankaya;925828;Lisans;0,7
1740;1740;625000;6;220;2;Kombi;Uygun;2. Kat;2;Mamak;669465;Lise;1,9
1748;1748;580000;3;75;13;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
3451;3451;529000;4;120;23;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
3055;3055;415000;4;135;1;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
665;665;369000;4;110;25;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
2246;2246;239000;4;100;10;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
4473;4473;352500;4;130;1;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
2288;2288;338000;4;105;28;Kombi;Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
649;649;370000;3;85;40;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
2994;2994;560000;4;110;35;Merkezi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
1661;1661;360000;4;100;23;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
3577;3577;385000;4;120;15;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
4581;4581;355000;4;115;25;Merkezi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
4065;4065;1950000;5;250;10;Merkezi(PayÖlçer);Uygun;2. Kat;2;Keçiören;938565;Lise;1,43
1906;1906;740000;3;100;0;Merkezi(PayÖlçer);Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
2360;2360;305000;4;115;25;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
788;788;650000;5;200;5;Kombi;Uygun;4. Kat;1;Çankaya;925828;Lisans;0,7
1436;1436;360000;4;115;14;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
2099;2099;450000;3;95;41;Merkezi;Uygun;4. Kat;1;Keçiören;938565;Lise;1,43
2446;2446;340000;4;130;9;Kombi;Uygun;Kot 1;2;Çankaya;925828;Lisans;0,7
2277;2277;235000;4;120;20;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
1840;1840;625000;4;130;35;Merkezi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
3634;3634;8850000;8;532;6;Merkezi;Uygun;6. Kat;6;Keçiören;938565;Lise;1,43
2532;2532;195000;3;60;30;Kombi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
4068;4068;130000;4;120;20;Kombi;Uygun;Bahçe Katý;1;Sincan;549108;Lise;1,44
4688;4688;345000;4;130;3;Kombi;Uygun;Yüksek Giriþ;2;Keçiören;938565;Lise;1,43
3859;3859;185000;6;260;10;Kombi;Uygun;3. Kat;2;Sincan;549108;Lise;1,44
1048;1048;365000;4;125;4;Kombi;Uygun;2. Kat;1;Mamak;669465;Lise;1,9
404;404;950000;7;250;11;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
549;549;1495000;5;180;12;Kombi;Uygun;5. Kat;2;Çankaya;925828;Lisans;0,7
4509;4509;412000;4;115;22;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
1377;1377;445000;3;65;5;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
13;13;285000;4;115;23;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
3426;3426;1650000;9;300;0;Kombi;Uygun;3. Kat;4;Çankaya;925828;Lisans;0,7
2849;2849;650000;4;125;25;Merkezi;Uygun;4. Kat;1;Çankaya;925828;Lisans;0,7
3759;3759;330000;4;115;1;Merkezi(PayÖlçer);Uygun;3. Kat;1;Sincan;549108;Lise;1,44
2991;2991;260000;4;125;12;Kombi;Uygun;1. Kat;1;Mamak;669465;Lise;1,9
3552;3552;435000;4;130;22;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
3495;3495;199000;2;45;35;Kombi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
996;996;365000;4;120;22;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
4868;4868;235000;3;90;26;Merkezi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
4745;4745;700000;3;80;0;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3152;3152;540000;4;120;5;Kombi;Uygun;5. Kat;1;Mamak;669465;Lise;1,9
3172;3172;455000;4;135;28;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
1236;1236;950000;4;130;18;Merkezi;Uygun;6. Kat;2;Keçiören;938565;Lise;1,43
4675;4675;760000;4;115;0;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
3220;3220;2500000;7;280;12;Merkezi;Uygun;15. Kat;3;Keçiören;938565;Lise;1,43
2752;2752;450000;3;100;35;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4764;4764;620000;4;134;36;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3942;3942;339000;5;140;0;Kombi;Uygun;2. Kat;2;Sincan;549108;Lise;1,44
513;513;515000;3;95;16;Merkezi;Uygun;8. Kat;1;Çankaya;925828;Lisans;0,7
1788;1788;760000;4;120;40;Merkezi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
2041;2041;550000;4;145;3;Merkezi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
2810;2810;1025000;5;150;5;Merkezi(PayÖlçer);Uygun;5. Kat;2;Çankaya;925828;Lisans;0,7
2413;2413;335000;4;125;25;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
1755;1755;1300000;5;165;16;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
3228;3228;365000;3;-51;20;Merkezi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
243;243;425000;3;110;25;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
369;369;550000;3;90;3;Merkezi(PayÖlçer);Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
1363;1363;1450000;6;260;12;Kombi;Uygun;8. Kat;3;Çankaya;925828;Lisans;0,7
4290;4290;315000;4;115;21;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
3886;3886;275000;4;118;25;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
1718;1718;1100000;4;160;17;Kombi;Uygun;4. Kat;1;cankaya;925828;Lisans;0,7
687;687;460000;3;100;0;Merkezi(PayÖlçer);Uygun;14. Kat;2;Sincan;549108;Lise;1,44
1410;1410;247000;4;115;20;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
3252;3252;280000;3;90;0;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
3633;3633;560000;4;100;40;Merkezi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
2490;2490;785000;3;92;0;Merkezi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
3459;3459;649000;3;95;3;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
99;99;4670000;4;195;6;Merkezi;Uygun;21 ve üzeri;1;Keçiören;938565;Lise;1,43
3977;3977;1450000;5;200;2;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
4393;4393;650000;4;125;0;Kombi;Uygun;3. Kat;3;Keçiören;938565;Lise;1,43
3216;3216;445000;4;90;27;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
973;973;245000;3;103;10;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
27;27;215000;4;110;30;Kombi;Uygun;Yüksek Giriþ;1;Sincan;549108;Lise;1,44
766;766;850000;3;90;2;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
207;207;575000;4;110;35;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
1995;1995;680000;4;100;35;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4350;4350;190000;4;90;15;Kombi;Uygun;Yüksek Giriþ;1;Sincan;549108;Lise;1,44
2125;2125;739000;5;150;22;Merkezi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
1696;1696;1540000;5;180;0;Merkezi;Uygun;17. Kat;2;Keçiören;938565;Lise;1,43
4157;4157;600000;2;55;0;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
1057;1057;170000;4;100;20;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
1288;1288;259000;4;110;25;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
4832;4832;349000;5;120;0;Kombi;Uygun;Yüksek Giriþ;2;Sincan;549108;Lise;1,44
3434;3434;359000;4;115;28;Merkezi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
4709;4709;1000000;4;160;0;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
985;985;375000;4;130;20;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
285;285;1040000;4;140;0;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
851;851;750000;4;140;17;Kombi;Uygun;5. Kat;2;Keçiören;938565;Lise;1,43
2533;2533;1000000;4;135;0;Kombi;Uygun;Çatý Katý;2;Çankaya;925828;Lisans;0,7
4706;4706;1649500;5;170;0;Kombi;Uygun;4. Kat;3;Çankaya;925828;Lisans;0,7
1980;1980;480000;4;110;0;Kombi;Uygun;Kot 1;2;Çankaya;925828;Lisans;0,7
977;977;195000;4;110;13;Kombi;Uygun;Yüksek Giriþ;1;Sincan;549108;Lise;1,44
1845;1845;398000;3;90;30;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
3311;3311;750000;5;168;10;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
3461;3461;280000;3;85;30;Kombi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
4639;4639;945000;4;120;0;Merkezi(PayÖlçer);Uygun;9. Kat;2;Keçiören;938565;Lise;1,43
4950;4950;1500000;4;140;0;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
4129;4129;615000;3;70;0;Kombi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
4930;4930;500000;4;125;10;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
2883;2883;275000;4;100;30;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
427;427;3,69E+05;4;90;22;Kombi;Uygun;Bahçe Katý;1;Keçiören;938565;Lise;1,43
3298;3298;440000;3;100;0;Merkezi(PayÖlçer);Uygun;5. Kat;2;Sincan;549108;;1,44
4650;4650;895000;4;148;12;Merkezi;;6. Kat;2;Keçiören;938565;Lise;1,43
4609;4609;270000;3;90;8;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
2653;2653;685000;4;105;30;Merkezi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
4704;4704;299999;4;110;20;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
2541;2541;375000;4;120;30;Merkezi;Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
745;745;575000;4;125;18;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
2919;2919;380000;3;82;10;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
2374;2374;950000;3;85;0;Merkezi(PayÖlçer);Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
3310;3310;279000;4;120;10;Kombi;Uygun;1. Kat;2;Sincan;549108;Lise;1,44
477;477;235000;3;80;40;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
2461;2461;445000;3;65;6;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
3721;3721;435000;4;125;22;Kombi;Uygun;Yüksek Giriþ;2;Çankaya;925828;Lisans;0,7
3393;3393;325000;5;135;11;Kombi;Uygun;Yüksek Giriþ;2;Çankaya;925828;Lisans;0,7
2829;2829;450000;4;115;40;Merkezi;Uygun;6. Kat;1;Keçiören;938565;Lise;1,43
769;769;285000;4;120;20;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
4594;4594;630000;4;125;25;Merkezi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
1626;1626;745000;4;130;14;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
567;567;220000;3;90;30;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
4795;4795;303000;4;130;1;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
4257;4257;485000;4;140;18;Kombi;Uygun;5. Kat;2;Çankaya;925828;Lisans;0,7
4641;4641;480000;4;120;25;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2389;2389;780000;4;90;5;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;0
2330;2330;597000;4;135;22;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
1998;1998;640000;5;140;25;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
1446;1446;250000;3;80;23;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
2871;2871;450000;4;120;14;Kombi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
2326;2326;230000;4;125;0;Kombi;Uygun;2. Kat;2;Sincan;549108;Lise;1,44
3869;3869;550000;3;70;0;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
4029;4029;155000;4;120;10;Kombi;Uygun;Kot 3;1;Mamak;669465;Lise;1,9
3542;3542;2200000;5;195;0;Merkezi;Uygun;6. Kat;2;Keçiören;938565;Lise;1,43
3731;3731;685000;5;185;2;Merkezi(PayÖlçer);Uygun;7. Kat;2;Keçiören;938565;Lise;1,43
582;582;650000;4;105;30;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3438;3438;475000;4;135;0;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
973;973;245000;3;103;10;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
673;673;340000;4;125;22;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2439;2439;810000;3;90;0;Merkezi(PayÖlçer);Uygun;21 ve üzeri;2;Keçiören;938565;Lise;1,43
1427;1427;415000;4;135;0;Kombi;Uygun;2. Kat;2;Sincan;549108;Lise;1,44
1384;1384;295000;2;65;35;Kombi;Uygun;Bahçe Katý;1;Keçiören;938565;Lise;1,43
2605;2605;412000;4;115;22;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
2384;2384;810000;4;135;0;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
4451;4451;315000;4;100;30;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
1599;1599;610000;4;110;25;Merkezi;Uygun;2. Kat;1;Keçiören;938565;liS3;1,43
3006;3006;235000;3;80;40;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
4222;4222;385000;4;130;0;Merkezi;Uygun;12. Kat;1;Sincan;549108;Lise;1,44
2946;2946;1250000;5;185;11;Kombi;Uygun;2. Kat;2;Keçiören;938565;Lise;1,43
3861;3861;1410000;5;185;0;Merkezi(PayÖlçer);Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
4909;4909;1225000;5;180;25;Merkezi(PayÖlçer);Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
2915;2915;399000;3;115;25;KatKaloriferi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
1751;1751;1280000;3;125;3;Merkezi(PayÖlçer);Uygun;5. Kat;2;Çankaya;925828;Lisans;0,7
2833;2833;195000;3;100;28;Merkezi;Uygun;Kot 2;2;Keçiören;938565;Lise;1,43
4383;4383;299000;5;140;0;Merkezi(PayÖlçer);Uygun deðil;2. Kat;2;Sincan;549108;Lise;1,44
4110;4110;415000;3;80;22;Merkezi;Uygun;Bahçe Katý;1;Çankaya;925828;Lisans;0,7
4495;4495;820000;4;120;25;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
2472;2472;850000;5;150;30;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
373;373;280000;4;100;15;Kombi;Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
867;867;785000;4;100;30;Merkezi;Uygun;5. Kat;1;Çankaya;925828;Lisans;0,7
186;186;750000;3;90;2;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
409;409;290000;4;100;30;Kombi;Uygun;1. Kat;1;Çankaya;925828;liSans;0,7
2772;2772;549000;6;240;9;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
3038;3038;340000;3;95;0;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2821;2821;515000;4;135;28;Merkezi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
547;547;619000;4;130;21;Kombi;Uygun;2. Kat;2;Keçiören;938565;Lise;1,43
3780;3780;780000;4;130;38;Merkezi;Uygun;En Üst Kat;1;Çankaya;925828;Lisans;0,7
3158;3158;295000;2;65;35;Kombi;Uygun;Bahçe Katý;1;Çankaya;925828;Lisans;0,7
2982;2982;950000;4;135;13;Merkezi;Uygun;2. Kat;2;Keçiören;938565;liS3;1,43
941;941;382000;4;120;30;Kombi;Uygun;3. Kat;1;Mamak;669465;Lise;1,9
3935;3935;735000;5;135;1;Kombi;Uygun;5. Kat;1;Keçiören;938565;Lise;1,43
2418;2418;4,75E+05;4;140;15;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
1707;1707;550000;5;150;0;Kombi;Uygun;1. Kat;2;Sincan;549108;liS3;1,44
325;325;439000;4;120;25;Merkezi;Uygun;Yüksek Giriþ;2;Keçiören;938565;Lise;1,43
2422;2422;390000;4;115;37;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
4480;4480;875000;5;220;0;Kombi;Uygun;2. Kat;3;Çankaya;925828;Lisans;0,7
3732;3732;365000;4;110;25;Kombi;Uygun;4. Kat;1;Keçiören;938565;Lise;1,43
1692;1692;209000;3;105;10;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
3125;3125;4,59E+05;4;115;30;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
3768;3768;6,39E+05;6;150;25;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
2514;2514;242000;4;100;13;Kombi;Uygun deðil;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
3144;3144;300000;3;80;4;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
70;70;1450000;5;185;7;Merkezi(PayÖlçer);Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
3463;;760000;3;95;0;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
261;261;700000;4;90;0;Kombi;Uygun;Yüksek Giriþ;2;Keçiören;938565;Lise;1,43
1342;1342;570000;4;125;14;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
2010;2010;315000;4;130;10;Kombi;Uygun;5. Kat;1;Sincan;549108;Lise;1,44
1820;1820;190000;3;75;35;Kombi;Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
2332;2332;259000;4;115;20;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
1103;1103;265000;4;120;20;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
3344;3344;320000;4;115;22;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
1615;1615;290000;4;110;30;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
4826;4826;1000000;4;145;0;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
240;240;1250000;5;182;0;Merkezi(PayÖlçer);Uygun;6. Kat;2;Çankaya;925828;Lisans;0,7
2628;2628;294000;4;120;25;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
1989;1989;700000;4;135;22;Merkezi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
3835;3835;1500000;5;190;0;Merkezi(PayÖlçer);Uygun;Bahçe Katý;3;Keçiören;938565;Lise;1,43
479;479;875000;5;165;12;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
3455;3455;2550000;5;225;0;Merkezi;Uygun;3. Kat;4;Çankaya;925828;Lisans;0,7
2660;2660;219000;4;120;15;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
4543;4543;325000;4;120;22;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
4512;4512;345000;4;115;23;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3128;3128;315000;2;62;3;Kombi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
4894;4894;685000;4;135;35;Merkezi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
2575;2575;1300000;5;175;0;Merkezi(PayÖlçer);Uygun;12. Kat;2;Çankaya;925828;Lisans;0,7
106;106;479000;4;120;27;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3969;3969;1275000;6;230;17;Kombi;Uygun;Teras Katý;2;Keçiören;938565;Lise;1,43
4508;4508;350000;4;110;30;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
3415;3415;680000;4;110;23;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
4035;4035;375000;4;110;30;Merkezi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
3287;3287;279000;4;135;20;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
2990;2990;539000;4;120;22;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
3221;3221;245000;3;85;20;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
664;664;600000;4;110;40;Kombi;Uygun;4. Kat;1;Çankaya;925828;Lisans;0,7
3960;3960;1495000;5;160;0;Merkezi(PayÖlçer);Uygun;Kot 3;3;Keçiören;938565;Lise;1,43
3029;3029;255000;3;75;50;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
4903;4903;260000;4;120;0;Kombi;Uygun;Bahçe Katý;1;Sincan;549108;Lise;1,44
2904;2904;347000;4;130;9;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
892;892;280000;4;120;10;Kombi;Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
3591;3591;575000;5;155;14;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0
1378;1378;715000;4;115;25;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
374;374;350000;3;100;45;Merkezi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
2644;2644;455000;4;120;22;Merkezi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
1108;1108;450000;3;80;35;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
1054;1054;800000;3;80;0;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
3965;3965;435000;4;115;45;Kombi;Uygun;Teras Katý;1;Çankaya;925828;Lisans;0,7
320;320;450000;4;100;25;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2493;2493;200000;4;120;25;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
2322;2322;495000;4;120;22;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2985;2985;440000;4;124;36;Merkezi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
3122;3122;5,35E+05;3;110;30;Merkezi;Uygun;4. Kat;1;Çankaya;925828;liSans;0,7
2642;2642;305000;3;100;25;Kombi;Uygun deðil;2. Kat;1;Çankaya;925828;Lisans;0,7
2995;2995;1500000;25;150;0;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
4934;4934;345000;4;115;3;Kombi;Uygun;2. Kat;2;Sincan;549108;Lise;1,44
4092;4092;365000;3;100;19;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
355;355;260000;4;100;25;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
3326;3326;494000;4;130;1;Merkezi(PayÖlçer);Uygun;5. Kat;2;Sincan;549108;Lise;1,44
978;978;479000;4;130;22;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3774;3774;410000;4;115;40;Kombi;Uygun;2. Kat;;Çankaya;925828;Lisans;0,7
55;55;775000;4;125;20;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2911;2911;325000;4;115;28;Merkezi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
3678;3678;1600000;4;133;2;Merkezi(PayÖlçer);Uygun;12. Kat;2;Keçiören;938565;Lise;1,43
3369;3369;200000;3;85;16;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
4207;4207;619000;4;130;21;Kombi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
2276;2276;318000;4;135;2;Kombi;Uygun;1. Kat;2;Sincan;549108;Lise;1,44
813;813;485000;5;150;12;Kombi;Uygun;Kot 1;2;Keçiören;938565;Lise;1,43
3234;3234;1000000;4;130;0;Kombi;Uygun;Çatý Katý;2;Çankaya;925828;Lisans;0,7
2477;2477;520000;3;85;0;Kombi;Uygun;Bahçe Katý;1;Keçiören;938565;Lise;1,43
3288;3288;225000;2;70;19;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
